employee_id,attrition_date,reason,rejoin_eligibility
22825,2022-04-18 09:49:14,Relocation,0
7417,2021-05-20 04:24:57,Performance,1
27644,2021-05-31 08:27:54,Better Offer,0
31346,2021-12-06 21:59:31,Better Offer,1
16695,2023-12-05 07:19:01,Better Offer,0
25872,2024-06-12 04:32:58,Better Offer,0
7286,2025-09-27 10:17:01,Health,0
16914,2020-10-21 21:24:58,Performance,0
39341,2021-11-02 04:47:48,Better Offer,0
40019,2023-01-12 19:27:29,Higher Studies,1
32595,2023-09-23 08:46:51,Better Offer,0
41574,2023-08-06 21:25:05,Better Offer,1
29199,2025-03-20 11:19:29,Higher Studies,0
23901,2023-02-06 00:56:59,Personal,0
41141,2020-06-03 01:02:39,Health,1
7522,2021-05-31 10:05:34,Performance,0
20023,2022-07-16 10:48:00,Relocation,1
15005,2024-07-09 19:55:28,Personal,0
41075,2022-10-18 17:54:29,Performance,1
22217,2024-09-30 22:41:33,Better Offer,0
28695,2022-10-29 00:01:09,Personal,0
28904,2021-08-22 14:06:41,Personal,0
39950,2025-07-25 01:14:53,Better Offer,0
31845,2024-05-01 22:27:03,Relocation,0
3930,2020-06-13 19:15:27,Health,1
9536,2024-08-28 18:19:36,Personal,0
40311,2024-02-05 18:58:27,Personal,0
35515,2020-06-21 09:51:07,Better Offer,0
18491,2024-01-18 17:03:27,Performance,0
28117,2022-04-10 17:07:43,Health,1
32784,2022-04-03 15:28:18,Better Offer,0
41922,2023-04-04 07:36:20,Better Offer,0
24189,2019-07-13 13:22:12,Higher Studies,1
38746,2024-07-29 20:06:43,Relocation,0
25679,2025-01-19 11:29:16,Better Offer,0
16118,2025-09-11 18:39:35,Performance,0
6431,2023-09-19 23:07:09,Better Offer,0
38645,2019-07-30 23:45:28,Personal,0
29212,2024-01-18 20:39:28,Performance,1
18983,2021-11-25 04:49:05,Better Offer,0
13185,2020-07-05 04:33:03,Better Offer,0
13053,2023-05-11 11:45:51,Relocation,0
30632,2022-11-25 17:56:41,Better Offer,0
20127,2023-08-18 21:08:57,Performance,0
16073,2020-03-26 23:57:22,Better Offer,0
34172,2025-04-05 05:04:21,Performance,0
19529,2021-08-27 01:03:03,Personal,0
29818,2020-01-04 18:18:38,Personal,1
23312,2019-12-16 21:54:01,Better Offer,0
1323,2022-08-06 14:33:18,Health,0
40306,2023-09-11 09:30:51,Performance,1
4627,2022-09-16 02:22:57,Better Offer,1
25482,2023-08-24 04:25:15,Health,1
11808,2022-08-28 23:15:54,Performance,0
23481,2023-11-13 06:21:19,Relocation,1
28321,2020-08-24 23:43:54,Higher Studies,0
27244,2022-09-23 01:00:38,Better Offer,1
18885,2022-08-11 14:32:09,Better Offer,1
5785,2024-08-31 20:28:12,Better Offer,1
6349,2022-05-20 10:38:54,Health,0
3678,2020-05-04 18:20:49,Better Offer,1
25042,2020-11-26 14:02:18,Personal,0
38724,2024-02-15 19:40:23,Relocation,0
1769,2020-08-16 08:43:39,Better Offer,1
25284,2022-10-24 12:21:59,Health,0
23715,2021-08-27 05:20:07,Performance,1
9375,2024-10-11 17:20:28,Better Offer,0
42222,2024-02-19 16:53:58,Better Offer,1
7180,2025-08-01 12:44:03,Better Offer,0
38586,2021-11-26 09:24:22,Health,1
22,2023-05-23 01:25:56,Better Offer,0
7880,2024-12-28 16:52:17,Higher Studies,0
12270,2024-07-14 00:09:03,Better Offer,0
3187,2023-09-22 20:49:56,Performance,0
14060,2023-01-18 19:49:00,Higher Studies,0
29851,2019-10-24 05:48:52,Better Offer,1
26973,2025-06-22 09:41:04,Performance,0
16683,2020-02-08 03:08:57,Better Offer,1
42551,2023-09-12 05:28:40,Health,1
34108,2025-04-06 01:04:06,Personal,0
32313,2023-07-07 23:57:19,Health,0
6469,2023-09-19 05:07:46,Better Offer,0
36436,2021-07-29 10:01:02,Performance,1
5258,2020-07-21 22:31:25,Better Offer,1
5242,2023-01-18 17:38:11,Better Offer,0
31238,2022-06-20 01:42:16,Personal,0
15923,2020-04-13 20:47:43,Higher Studies,0
37358,2024-11-02 18:25:35,Higher Studies,1
42341,2024-06-25 10:51:23,Personal,0
23876,2021-10-31 04:26:21,Personal,1
29668,2020-07-06 10:26:33,Better Offer,0
22763,2024-10-06 12:28:05,Performance,0
35937,2021-06-24 11:27:03,Higher Studies,0
28055,2022-03-26 21:46:01,Relocation,0
15510,2025-10-07 17:33:10,Better Offer,0
24562,2024-01-24 21:33:57,Performance,1
18443,2022-12-30 07:21:16,Performance,0
1696,2024-03-14 19:36:46,Performance,1
14449,2023-11-06 17:29:01,Better Offer,1
31577,2022-10-20 08:32:01,Better Offer,0
18683,2025-06-04 03:23:35,Relocation,0
27208,2023-03-14 10:57:18,Better Offer,0
4289,2021-12-24 14:04:08,Better Offer,0
11613,2021-10-01 11:02:30,Better Offer,0
19107,2025-02-28 07:20:44,Better Offer,0
10855,2019-09-09 02:21:32,Better Offer,0
39167,2022-12-12 03:41:57,Better Offer,0
10354,2025-01-21 20:52:44,Relocation,0
10882,2022-07-11 07:57:48,Better Offer,0
10331,2022-03-12 17:32:20,Health,0
16017,2024-04-04 23:09:24,Higher Studies,1
10451,2021-01-16 11:35:05,Higher Studies,1
8001,2020-09-24 16:09:44,Better Offer,0
25556,2024-12-05 14:11:57,Better Offer,0
43035,2020-05-11 08:49:38,Higher Studies,0
39255,2023-08-29 10:40:13,Relocation,0
10189,2022-01-15 06:13:51,Relocation,1
27491,2025-02-27 15:02:26,Health,0
30142,2022-06-09 14:44:02,Personal,0
34162,2019-11-09 12:14:09,Better Offer,0
13839,2019-10-12 09:59:00,Better Offer,0
6496,2024-02-12 16:11:07,Better Offer,1
22422,2023-09-06 10:09:45,Better Offer,0
6553,2025-03-16 22:05:54,Higher Studies,1
41701,2023-12-18 14:28:08,Personal,1
5433,2023-06-21 07:23:56,Higher Studies,0
14369,2025-06-11 18:27:07,Better Offer,0
2604,2019-12-21 05:35:54,Better Offer,0
30954,2023-11-22 00:50:48,Relocation,0
39415,2024-03-02 22:32:39,Better Offer,1
3738,2024-05-25 16:15:19,Personal,0
7451,2023-06-19 17:47:56,Personal,0
5250,2021-07-04 09:24:25,Better Offer,1
12780,2024-02-15 06:45:58,Better Offer,0
38455,2021-09-05 06:55:03,Better Offer,0
22130,2024-09-23 05:06:56,Better Offer,0
41919,2025-01-26 08:16:37,Relocation,1
41643,2021-04-23 08:42:33,Better Offer,0
42580,2024-07-05 12:28:53,Better Offer,0
24597,2024-03-13 09:56:50,Better Offer,0
14111,2020-09-23 22:09:12,Better Offer,0
29610,2021-11-23 02:10:39,Personal,0
15512,2022-09-05 21:42:08,Better Offer,0
15549,2020-02-09 17:00:41,Performance,0
14513,2021-01-13 01:44:26,Better Offer,0
27602,2024-10-17 09:12:54,Better Offer,0
14998,2023-06-11 06:58:19,Personal,0
29669,2020-09-26 21:58:28,Personal,0
38422,2020-08-24 07:40:37,Performance,0
12878,2019-12-03 23:50:44,Relocation,1
3319,2023-10-15 11:21:04,Relocation,1
11119,2019-12-13 16:19:37,Health,0
17379,2021-12-23 21:12:44,Better Offer,1
9086,2021-01-20 18:22:13,Better Offer,0
15294,2025-02-16 17:52:58,Higher Studies,0
34975,2024-06-28 13:12:34,Performance,0
42641,2024-10-23 23:11:22,Higher Studies,0
42166,2022-06-09 01:25:56,Higher Studies,0
7942,2020-05-24 16:27:08,Better Offer,0
35069,2023-04-15 19:23:26,Relocation,0
563,2022-11-28 12:36:30,Higher Studies,0
7487,2024-07-22 18:46:12,Personal,0
13320,2022-09-17 08:54:25,Better Offer,0
10278,2022-08-25 20:45:49,Better Offer,0
30012,2022-10-31 23:15:46,Better Offer,0
869,2024-10-02 18:35:30,Higher Studies,0
24142,2022-08-25 09:22:26,Better Offer,0
12513,2024-08-07 23:37:09,Better Offer,0
37847,2024-03-28 21:13:11,Better Offer,0
34659,2023-01-15 22:08:47,Relocation,0
17078,2021-10-16 18:38:33,Performance,0
11302,2019-10-06 16:03:40,Better Offer,1
39108,2020-06-23 09:17:32,Performance,0
9822,2023-07-01 10:25:01,Higher Studies,0
16268,2020-03-23 06:09:07,Better Offer,0
11493,2023-01-29 18:41:54,Better Offer,0
2080,2025-08-15 16:37:54,Higher Studies,0
13149,2024-08-25 07:03:49,Better Offer,0
1333,2020-05-14 15:42:18,Higher Studies,1
28182,2023-11-23 13:15:30,Better Offer,0
299,2021-10-05 22:09:46,Better Offer,0
3840,2024-09-15 16:18:19,Better Offer,0
28220,2025-07-24 05:06:55,Performance,0
39789,2022-03-20 21:36:47,Health,0
21134,2025-10-29 16:28:16,Higher Studies,0
18551,2024-07-29 17:47:54,Performance,0
36644,2024-11-13 00:24:57,Better Offer,1
366,2021-06-02 20:16:58,Better Offer,0
25122,2025-08-19 01:01:57,Better Offer,1
32124,2024-08-16 13:55:26,Better Offer,0
12857,2025-05-27 14:47:01,Better Offer,0
33942,2024-06-27 10:52:33,Health,0
38433,2025-06-16 02:05:40,Better Offer,1
26505,2020-12-21 22:55:14,Better Offer,0
27587,2021-02-02 18:17:52,Better Offer,0
18019,2021-03-09 06:41:14,Better Offer,0
13946,2025-05-29 11:33:13,Higher Studies,1
25368,2024-08-01 03:35:51,Better Offer,0
23529,2023-06-27 06:51:31,Performance,0
25626,2024-09-09 03:34:48,Personal,0
74,2020-12-15 04:49:59,Performance,0
40455,2022-12-12 06:00:16,Performance,1
19748,2025-04-05 05:58:28,Better Offer,0
20401,2023-02-20 18:13:14,Better Offer,1
15719,2023-09-20 08:04:18,Health,0
6776,2024-06-12 23:11:55,Better Offer,1
40328,2021-12-28 05:56:05,Performance,0
17684,2024-07-05 21:54:24,Better Offer,0
25577,2019-10-28 04:48:59,Personal,1
35423,2022-03-11 06:48:46,Health,0
24481,2019-08-22 22:31:56,Better Offer,0
34849,2025-02-02 00:05:45,Better Offer,0
16060,2020-08-15 15:29:28,Better Offer,0
13269,2024-04-20 05:14:01,Better Offer,0
21627,2021-04-27 12:02:50,Better Offer,1
35488,2020-08-10 19:25:09,Better Offer,0
452,2025-09-17 00:37:11,Personal,0
19102,2025-05-11 00:51:06,Higher Studies,0
8422,2019-10-18 02:04:23,Better Offer,0
15822,2024-02-15 22:18:02,Performance,0
29302,2022-07-13 16:38:46,Better Offer,0
25633,2023-03-08 16:20:50,Better Offer,0
6409,2023-07-13 01:03:09,Better Offer,0
10469,2022-02-20 16:30:03,Personal,0
12988,2023-09-01 14:20:52,Better Offer,0
3262,2023-01-27 04:20:38,Better Offer,0
31381,2020-04-05 17:51:35,Personal,1
632,2022-02-10 06:13:36,Better Offer,0
17955,2020-12-12 17:24:29,Better Offer,0
23180,2019-11-01 05:09:31,Higher Studies,0
32491,2019-11-02 19:44:50,Relocation,0
3218,2024-08-30 20:13:29,Personal,0
22127,2025-10-29 19:32:56,Relocation,0
36485,2025-08-30 12:28:04,Personal,0
9268,2020-04-25 01:00:08,Higher Studies,0
39066,2020-01-07 02:38:10,Better Offer,0
4316,2022-10-02 04:11:37,Relocation,0
22180,2022-08-30 21:50:49,Better Offer,0
41942,2021-05-28 22:18:04,Health,0
33517,2020-08-29 05:34:44,Personal,0
10041,2021-09-15 05:42:42,Better Offer,0
6388,2019-10-24 06:48:36,Personal,0
35981,2025-09-02 15:31:49,Higher Studies,0
22136,2021-12-03 18:44:16,Performance,0
29707,2020-07-07 13:51:05,Better Offer,1
18985,2022-12-22 15:28:50,Relocation,1
37214,2024-07-09 10:12:51,Better Offer,0
25142,2020-10-20 13:12:13,Relocation,0
35401,2024-03-10 11:33:07,Personal,1
293,2024-10-05 04:27:53,Personal,0
37887,2023-12-18 08:11:04,Better Offer,0
33950,2020-05-29 19:16:18,Better Offer,1
309,2021-06-28 13:15:39,Better Offer,0
5728,2020-06-08 07:35:23,Relocation,1
1173,2020-04-08 03:07:50,Higher Studies,1
41531,2024-08-11 03:40:08,Better Offer,0
29871,2022-10-14 02:15:34,Personal,0
29640,2020-09-18 23:27:51,Better Offer,0
31435,2022-03-11 14:37:14,Better Offer,0
27261,2022-08-30 12:56:52,Better Offer,0
8785,2024-11-05 23:51:28,Better Offer,0
41321,2019-11-12 13:10:35,Personal,0
20413,2020-03-01 15:43:35,Higher Studies,0
39661,2025-03-21 00:31:48,Performance,0
7418,2023-01-15 13:36:33,Performance,0
14201,2021-11-23 06:29:23,Performance,0
30408,2021-08-27 09:14:26,Better Offer,0
18384,2019-11-30 08:38:31,Personal,0
17035,2023-07-27 03:14:01,Better Offer,0
38836,2024-01-28 03:27:52,Better Offer,0
503,2025-03-13 17:19:13,Personal,0
16763,2023-10-21 20:18:55,Performance,0
36659,2020-01-10 04:51:32,Better Offer,0
16969,2021-08-12 00:28:39,Personal,0
29580,2019-09-11 23:38:55,Better Offer,0
19124,2024-12-27 03:25:06,Performance,1
29664,2024-08-21 00:06:51,Performance,0
30262,2023-07-27 15:30:25,Better Offer,0
7439,2023-04-30 23:26:45,Better Offer,0
38013,2021-07-02 02:26:20,Better Offer,0
25955,2025-03-29 22:14:46,Better Offer,1
18565,2021-03-20 09:04:15,Better Offer,0
40906,2023-09-29 17:03:57,Better Offer,0
18586,2022-12-12 01:35:31,Better Offer,0
356,2021-11-21 12:11:15,Better Offer,0
1001,2024-01-20 14:28:19,Better Offer,0
8056,2022-08-01 23:10:49,Better Offer,1
14803,2023-05-17 16:26:49,Relocation,0
30916,2022-10-30 08:40:14,Health,0
17832,2021-06-26 12:37:52,Personal,0
40763,2020-09-21 16:18:22,Relocation,0
5165,2023-05-21 15:11:11,Personal,0
5608,2020-01-30 22:13:21,Personal,0
28421,2025-05-11 13:55:21,Better Offer,1
33353,2020-02-15 13:18:53,Personal,0
13613,2019-09-29 09:09:10,Better Offer,0
28403,2022-09-07 10:08:43,Relocation,0
20765,2025-03-28 23:25:46,Relocation,1
7910,2024-11-26 05:55:39,Better Offer,0
38834,2022-11-21 03:58:35,Better Offer,1
714,2020-11-02 11:17:33,Relocation,0
12418,2020-04-23 12:05:47,Better Offer,0
16220,2025-01-22 07:33:55,Better Offer,0
39081,2023-01-23 16:35:26,Personal,0
21086,2019-12-13 05:20:18,Better Offer,1
15718,2022-03-03 00:34:21,Better Offer,1
36491,2024-06-18 12:17:29,Relocation,0
36800,2019-11-05 16:18:10,Performance,0
34799,2022-04-25 20:02:50,Better Offer,0
3184,2024-07-30 14:49:50,Better Offer,0
10291,2021-04-01 19:49:19,Higher Studies,0
23949,2019-07-30 04:56:26,Personal,0
16848,2020-08-18 10:43:54,Performance,0
306,2023-02-16 05:30:07,Relocation,0
20537,2022-10-10 11:45:06,Better Offer,1
23549,2024-04-12 20:20:05,Higher Studies,0
24501,2023-12-02 22:26:05,Better Offer,1
4958,2021-09-06 08:49:06,Personal,0
9733,2023-07-22 04:53:01,Relocation,0
7453,2021-07-15 06:22:55,Relocation,1
19734,2019-12-10 21:46:44,Relocation,1
8078,2024-04-16 06:45:25,Personal,1
4151,2024-10-27 06:27:08,Better Offer,0
40878,2021-06-12 10:36:34,Personal,0
43040,2024-04-03 05:57:18,Better Offer,1
6371,2024-06-15 16:22:53,Better Offer,0
21738,2023-07-26 17:14:08,Relocation,1
2794,2021-12-22 23:15:42,Relocation,0
28210,2025-10-05 21:27:27,Performance,0
41506,2020-01-10 20:30:32,Better Offer,0
42320,2025-02-18 21:17:30,Better Offer,0
37229,2020-01-31 01:04:03,Relocation,0
17393,2022-08-16 01:10:51,Health,0
7002,2022-04-26 02:36:11,Better Offer,0
19416,2021-10-11 01:42:12,Better Offer,0
19608,2020-05-26 08:25:40,Personal,1
31947,2024-06-01 22:58:06,Better Offer,1
34262,2021-01-14 05:53:32,Relocation,0
34841,2022-01-29 14:44:36,Performance,0
8868,2024-03-18 16:02:10,Personal,0
17341,2020-02-26 15:16:00,Better Offer,0
22719,2020-02-01 05:34:42,Personal,1
23800,2019-12-09 22:52:18,Better Offer,1
9354,2023-03-01 07:08:51,Higher Studies,0
2993,2023-03-16 12:05:05,Performance,1
37799,2020-06-20 21:16:19,Better Offer,1
7250,2023-04-19 04:53:23,Personal,1
1653,2025-09-15 07:53:56,Better Offer,0
33352,2020-03-30 18:01:44,Better Offer,1
8799,2024-11-01 11:36:32,Performance,1
3387,2025-05-26 19:39:32,Better Offer,0
31545,2020-02-15 16:04:59,Better Offer,1
23247,2021-12-07 06:49:55,Health,0
27692,2024-09-24 11:40:15,Higher Studies,0
3843,2023-03-02 13:15:08,Better Offer,0
2280,2024-04-11 18:07:56,Better Offer,0
11695,2025-04-07 17:50:33,Health,0
31385,2023-06-28 13:31:19,Better Offer,0
26823,2022-03-19 05:16:50,Better Offer,1
39560,2020-05-05 11:21:30,Better Offer,0
20296,2022-11-02 18:30:13,Better Offer,0
21596,2022-02-27 01:06:07,Relocation,0
10145,2020-03-28 11:08:24,Personal,1
32837,2022-06-16 03:59:32,Better Offer,0
14061,2020-04-18 17:56:26,Better Offer,1
42713,2021-09-21 07:34:24,Relocation,0
12299,2024-06-16 04:49:02,Performance,0
39837,2024-01-04 02:42:40,Better Offer,0
22500,2020-04-16 22:25:45,Better Offer,0
22459,2025-03-12 03:50:37,Better Offer,1
12315,2024-03-05 19:04:18,Better Offer,0
15905,2022-06-26 16:32:03,Better Offer,0
34081,2021-10-22 10:35:11,Better Offer,0
39663,2021-01-28 01:16:14,Better Offer,0
13129,2019-07-10 04:52:37,Performance,0
41707,2023-07-16 10:08:50,Performance,0
28957,2025-01-31 07:06:57,Better Offer,0
20110,2021-10-31 08:05:16,Relocation,0
12473,2024-09-16 21:11:13,Better Offer,1
14510,2023-06-18 16:39:30,Better Offer,0
8699,2024-05-16 11:32:15,Health,1
7100,2022-12-16 20:31:19,Personal,0
9048,2024-12-11 23:58:22,Better Offer,1
16191,2022-05-28 07:40:08,Better Offer,0
4470,2022-04-18 18:26:25,Better Offer,1
36028,2019-09-24 04:56:10,Personal,0
30936,2023-06-12 15:59:20,Relocation,1
133,2021-03-02 08:31:11,Health,1
502,2020-07-03 18:35:42,Relocation,0
4777,2019-08-16 00:10:54,Better Offer,0
24108,2025-05-05 01:43:54,Better Offer,0
13935,2022-12-01 22:16:19,Performance,0
35811,2025-05-27 05:09:15,Better Offer,1
37149,2023-11-18 13:19:32,Better Offer,0
16761,2025-06-04 07:24:34,Health,0
37830,2019-12-19 18:01:23,Relocation,0
23664,2025-09-21 00:16:06,Better Offer,1
7469,2020-05-26 06:42:27,Better Offer,1
30395,2019-10-19 15:33:58,Better Offer,1
42685,2022-02-04 15:54:36,Relocation,1
25089,2019-09-05 02:12:02,Higher Studies,0
25786,2024-02-18 05:46:53,Better Offer,0
2488,2022-02-24 20:35:49,Better Offer,0
30733,2023-03-04 15:27:23,Better Offer,0
5484,2020-05-01 02:12:26,Better Offer,0
1353,2021-02-26 03:52:54,Health,0
30318,2025-02-20 09:19:21,Better Offer,1
31461,2025-03-17 05:43:07,Better Offer,0
34259,2021-10-22 09:07:19,Better Offer,0
28484,2024-04-06 15:54:54,Personal,0
37398,2021-01-19 15:28:05,Better Offer,0
34933,2025-10-05 15:17:02,Better Offer,1
6807,2023-10-27 20:25:40,Better Offer,0
41378,2020-01-20 19:51:56,Relocation,0
21468,2023-04-26 10:15:11,Better Offer,0
24781,2020-04-19 16:18:09,Better Offer,0
32260,2021-11-17 13:01:34,Better Offer,0
20111,2023-01-21 19:53:28,Better Offer,0
34782,2022-11-08 21:28:48,Better Offer,0
13476,2021-10-13 14:04:12,Performance,0
17839,2020-10-28 15:47:55,Better Offer,0
30822,2019-11-07 11:00:01,Better Offer,0
27545,2023-03-28 22:12:31,Better Offer,0
37287,2020-06-09 21:29:05,Better Offer,0
12290,2021-02-09 07:47:56,Personal,0
24006,2020-04-20 19:31:51,Relocation,0
18763,2024-08-12 18:16:27,Better Offer,0
40963,2020-06-09 05:18:33,Better Offer,0
37389,2025-10-06 16:28:23,Personal,0
9875,2022-02-11 17:07:31,Higher Studies,0
8022,2021-04-06 03:54:49,Personal,0
33845,2021-10-20 10:43:07,Better Offer,1
14376,2022-12-27 09:08:17,Better Offer,0
30925,2023-10-06 16:04:42,Performance,0
15686,2022-05-02 07:58:18,Better Offer,0
25444,2021-07-31 11:40:32,Better Offer,1
6649,2021-08-08 00:44:03,Relocation,0
5828,2024-03-06 05:32:22,Performance,1
33490,2025-02-07 09:34:08,Health,0
5753,2023-09-04 11:01:14,Personal,0
32465,2019-11-07 14:55:53,Better Offer,1
26587,2019-12-27 00:25:58,Relocation,0
4912,2024-12-12 17:13:29,Personal,0
42582,2022-08-13 09:12:29,Better Offer,0
35863,2023-09-06 01:03:20,Personal,0
41679,2022-06-02 14:01:44,Health,1
21076,2022-09-24 16:07:49,Performance,1
4417,2022-10-26 05:56:08,Personal,0
19223,2024-03-06 00:19:24,Better Offer,0
30704,2024-03-14 14:52:31,Better Offer,1
18520,2025-07-06 15:09:14,Performance,0
3655,2020-07-27 20:09:55,Personal,0
30202,2023-03-02 11:11:56,Relocation,0
37391,2021-09-22 22:06:28,Better Offer,1
33982,2021-05-03 10:00:47,Better Offer,0
5949,2021-03-04 18:16:33,Performance,0
30207,2021-09-12 14:43:19,Better Offer,1
19061,2020-08-05 18:51:41,Health,0
36614,2020-03-30 00:24:13,Relocation,1
4179,2020-03-01 20:24:22,Health,0
8266,2022-07-25 20:02:00,Performance,0
5632,2024-09-01 14:47:50,Higher Studies,0
13806,2021-08-10 04:34:26,Personal,0
41265,2023-09-14 09:31:32,Better Offer,0
31092,2019-10-12 16:16:20,Personal,1
15096,2023-03-17 15:06:01,Personal,1
18784,2023-05-03 14:50:37,Performance,0
20345,2024-07-18 16:37:10,Better Offer,0
2282,2020-03-07 21:36:24,Better Offer,0
475,2021-12-12 07:57:57,Better Offer,0
34950,2019-07-28 02:17:03,Health,1
20333,2023-08-25 10:36:31,Better Offer,1
926,2022-02-01 02:23:42,Better Offer,0
18165,2020-04-17 04:26:45,Higher Studies,0
5280,2024-10-01 07:29:27,Higher Studies,0
38770,2025-09-13 04:18:28,Better Offer,0
25317,2025-03-22 12:15:02,Relocation,0
11570,2021-03-02 13:22:46,Better Offer,0
24789,2024-08-28 20:54:54,Better Offer,0
37019,2020-02-25 23:42:12,Higher Studies,0
42334,2022-01-12 10:12:46,Relocation,0
1403,2022-12-09 04:54:20,Higher Studies,0
21062,2024-11-27 05:13:12,Better Offer,1
8277,2019-08-01 06:27:24,Personal,0
4204,2020-10-29 09:58:20,Better Offer,1
27001,2025-02-02 09:19:06,Better Offer,1
12674,2023-07-26 19:02:44,Performance,0
42868,2020-04-24 08:41:14,Personal,0
16939,2022-06-13 20:04:58,Better Offer,1
40210,2021-11-22 10:55:01,Relocation,0
29835,2021-05-29 15:16:29,Better Offer,0
26745,2022-02-02 00:28:39,Performance,1
7018,2022-05-29 20:28:46,Better Offer,0
5715,2021-02-08 13:56:32,Better Offer,0
3762,2019-11-04 21:07:37,Better Offer,0
41390,2024-02-13 04:01:04,Relocation,0
15702,2019-10-28 20:27:11,Performance,0
36999,2024-09-27 22:37:13,Better Offer,0
34688,2024-11-03 11:27:49,Relocation,0
41062,2024-04-19 05:33:27,Performance,0
6355,2023-02-26 05:09:24,Performance,0
22653,2024-05-17 11:49:52,Health,0
24090,2025-02-19 00:03:36,Performance,0
16306,2021-06-11 19:29:03,Health,1
34939,2021-11-25 17:41:58,Performance,0
29208,2025-08-30 03:43:14,Health,1
40666,2025-02-14 02:16:10,Health,0
42620,2025-02-23 16:26:01,Relocation,0
33154,2024-03-04 09:05:54,Better Offer,0
16417,2023-06-01 15:58:54,Performance,1
16859,2025-06-24 17:49:40,Higher Studies,0
35392,2020-05-21 23:30:11,Better Offer,0
22501,2021-02-28 06:52:06,Performance,0
19515,2024-04-07 11:05:24,Higher Studies,0
41271,2021-01-06 22:26:52,Health,0
21212,2022-03-29 10:37:43,Better Offer,0
42129,2025-08-29 11:37:58,Better Offer,1
91,2024-11-16 02:44:42,Performance,0
3342,2024-06-14 01:40:30,Better Offer,0
16566,2023-05-12 04:00:55,Better Offer,0
6714,2023-03-14 00:21:36,Health,0
8661,2020-09-08 09:00:04,Higher Studies,0
12696,2025-07-12 04:41:43,Health,0
8321,2023-11-13 00:46:50,Personal,0
16440,2025-02-23 06:51:56,Better Offer,1
22405,2024-06-12 20:47:35,Better Offer,1
12174,2020-12-24 02:01:01,Higher Studies,0
12429,2021-04-13 12:27:31,Performance,0
6007,2021-10-25 20:37:32,Relocation,0
31575,2020-10-26 14:30:49,Better Offer,0
40029,2024-03-05 20:32:44,Relocation,0
27433,2023-06-27 09:40:34,Better Offer,0
16336,2020-03-09 17:24:55,Better Offer,0
6163,2020-08-20 15:43:54,Better Offer,0
7829,2023-10-03 20:41:09,Better Offer,0
31812,2019-10-01 04:12:11,Performance,0
35385,2022-11-13 14:20:22,Personal,0
17679,2025-05-10 05:09:33,Better Offer,0
10539,2021-05-05 01:31:45,Better Offer,1
23393,2024-08-28 19:12:48,Better Offer,0
38754,2020-09-22 19:33:26,Relocation,0
17330,2025-01-08 19:45:51,Better Offer,0
42557,2023-01-02 14:17:32,Better Offer,0
13172,2021-11-14 12:11:01,Health,1
11169,2023-05-28 21:37:13,Performance,0
20541,2023-02-17 13:46:23,Better Offer,0
33116,2020-07-30 01:48:04,Health,0
21367,2022-01-10 04:13:48,Better Offer,0
17784,2022-05-16 13:37:54,Better Offer,0
19645,2023-04-10 13:56:59,Better Offer,0
33906,2021-07-27 04:38:26,Better Offer,0
7707,2022-11-16 02:59:59,Relocation,1
8444,2021-12-06 15:51:34,Performance,0
19687,2024-04-28 03:48:27,Better Offer,1
35778,2024-09-27 11:54:01,Better Offer,0
30168,2019-08-12 00:07:18,Better Offer,0
5276,2021-02-07 12:32:03,Relocation,0
19311,2021-11-18 19:10:31,Higher Studies,0
25513,2022-05-17 14:17:04,Better Offer,1
8895,2020-11-28 12:27:30,Higher Studies,0
33495,2024-09-24 13:50:12,Better Offer,0
29645,2020-07-10 18:06:48,Better Offer,0
19754,2021-12-31 09:04:38,Better Offer,1
40374,2023-08-11 10:56:39,Higher Studies,0
2184,2025-03-14 09:35:09,Performance,0
20934,2025-09-22 17:20:18,Better Offer,1
12379,2020-01-14 06:31:55,Better Offer,0
21678,2020-02-06 23:56:03,Better Offer,0
10544,2021-03-05 19:31:58,Performance,0
34117,2021-05-29 05:39:57,Health,0
8053,2021-04-12 13:07:25,Better Offer,0
35240,2021-03-05 13:29:18,Better Offer,0
27876,2021-01-19 17:45:46,Better Offer,0
5248,2023-10-27 02:05:06,Higher Studies,0
6060,2021-04-01 22:52:14,Better Offer,0
32814,2022-09-20 08:48:28,Better Offer,0
7441,2020-01-18 05:52:09,Higher Studies,1
31486,2021-07-14 04:54:46,Higher Studies,0
16633,2024-03-29 23:50:28,Better Offer,1
16652,2020-11-03 18:35:40,Better Offer,0
34693,2022-03-25 12:47:21,Better Offer,0
34340,2025-05-12 12:49:01,Better Offer,1
7009,2020-09-08 05:30:37,Better Offer,0
1602,2020-03-17 16:31:22,Performance,0
31804,2023-06-04 17:27:57,Performance,0
19675,2020-10-25 09:41:01,Higher Studies,1
7979,2019-11-10 04:43:17,Higher Studies,0
1280,2021-10-13 02:54:22,Relocation,0
26772,2023-03-23 12:20:55,Better Offer,0
6633,2021-11-07 07:46:58,Better Offer,0
9263,2025-04-23 00:21:20,Performance,0
248,2025-04-19 08:25:21,Better Offer,0
22021,2024-11-09 21:23:48,Personal,1
19251,2023-03-27 16:49:00,Better Offer,0
27808,2024-02-07 08:12:05,Personal,0
14339,2024-06-14 19:49:06,Better Offer,1
38584,2024-06-27 04:57:55,Better Offer,0
2393,2025-07-21 05:25:45,Personal,0
31558,2024-04-25 22:50:56,Better Offer,1
26576,2021-02-09 12:09:59,Better Offer,0
31068,2024-02-22 07:56:40,Better Offer,1
