interview_id,application_id,round,score,outcome,interview_date
119250,326323,Screening,4.11,Rejected,2021-07-03 04:31:02
31727,231737,Screening,1.97,Rejected,2021-07-03 04:31:44
15740,246349,Technical 2,1.25,Advanced,2021-07-03 05:02:40
179772,26731,Technical 2,3.03,Rejected,2021-07-03 05:24:19
61414,217201,Screening,1.02,Offered,2021-07-03 05:36:39
124541,161804,Technical 1,0.98,Offered,2021-07-03 05:53:43
31018,253414,Technical 1,8.23,Advanced,2021-07-03 06:14:47
186953,167015,Technical 2,9.78,Rejected,2021-07-03 06:17:03
151115,237976,Managerial,1.19,Rejected,2021-07-03 06:27:20
175495,50201,Screening,3.52,Rejected,2021-07-03 06:48:58
92997,94318,Technical 1,5.69,Advanced,2021-07-03 07:24:12
50908,374039,Technical 2,4.25,Rejected,2021-07-03 07:46:45
111096,188233,Technical 2,6.66,On Hold,2021-07-03 07:48:42
124055,164240,Screening,3.64,Advanced,2021-07-03 07:59:49
171464,378763,Technical 1,2.82,Rejected,2021-07-03 08:18:27
71506,258391,Technical 2,0.91,Offered,2021-07-03 08:20:19
171024,131014,Technical 1,1.03,Advanced,2021-07-03 08:23:01
69139,373317,Technical 1,9.06,Offered,2021-07-03 08:38:21
87994,107489,Technical 2,7.33,Advanced,2021-07-03 08:52:16
87207,339186,Managerial,6.15,Advanced,2021-07-03 09:05:13
9739,109221,Screening,4.94,Rejected,2021-07-03 09:30:11
193590,141789,Technical 2,5.21,Advanced,2021-07-03 09:38:56
112259,65430,Technical 1,8.29,Advanced,2021-07-03 09:58:18
11052,221236,Technical 2,8.53,Advanced,2021-07-03 10:16:57
95542,157429,Technical 2,6.87,Rejected,2021-07-03 10:35:16
128538,303182,Technical 1,6.89,Rejected,2021-07-03 10:44:10
34141,227144,Technical 1,6.86,Advanced,2021-07-03 10:59:50
161455,87488,Technical 1,7.41,Advanced,2021-07-03 11:41:23
61656,199361,Technical 1,3.29,Rejected,2021-07-03 11:44:37
149816,97090,Technical 1,6.99,Advanced,2021-07-03 11:54:51
52123,362659,HR,6.05,Advanced,2021-07-03 11:57:50
8041,153574,Technical 2,2.17,Offered,2021-07-03 12:05:34
126367,156714,Technical 1,8.52,Rejected,2021-07-03 12:08:00
40979,77978,Technical 1,1.49,Rejected,2021-07-03 12:19:01
141934,137579,HR,4.04,Advanced,2021-07-03 12:36:14
177724,343154,Technical 1,1.83,Rejected,2021-07-03 13:07:20
147558,86539,Screening,0.32,Advanced,2021-07-03 13:41:47
161492,149464,Technical 1,6.44,Rejected,2021-07-03 13:43:00
90098,95333,Screening,6.14,Offered,2021-07-03 14:05:31
117379,172237,HR,3.32,Rejected,2021-07-03 14:51:56
129270,315373,Screening,6.4,Advanced,2021-07-03 14:58:34
89293,110209,Technical 1,7.09,Advanced,2021-07-03 15:04:51
123628,346836,Technical 1,8.82,Rejected,2021-07-03 15:14:17
155702,321663,Technical 1,5.24,Advanced,2021-07-03 15:14:20
17206,207317,Technical 2,7.61,Rejected,2021-07-03 15:54:25
98959,187211,Screening,7.28,Advanced,2021-07-03 16:29:32
67858,49026,Technical 2,4.26,Advanced,2021-07-03 16:31:50
125308,94063,Screening,9.31,Offered,2021-07-03 16:32:48
148535,278447,Technical 1,6.63,Advanced,2021-07-03 16:51:16
151343,317868,Screening,4.39,Rejected,2021-07-03 16:55:56
158018,30436,Technical 1,3.03,Rejected,2021-07-03 17:04:47
156581,294918,Technical 2,2.09,Rejected,2021-07-03 17:22:24
136317,208473,Screening,4.77,Offered,2021-07-03 17:26:38
76330,331679,HR,1.16,Rejected,2021-07-03 17:30:57
105916,376962,Technical 1,5.66,Rejected,2021-07-03 17:31:56
153179,49243,Screening,5.58,Rejected,2021-07-03 17:42:13
74650,17180,Screening,4.3,Rejected,2021-07-03 17:48:16
71557,240308,Screening,7.35,Rejected,2021-07-03 18:04:45
51230,85882,Technical 2,8.26,Rejected,2021-07-03 18:05:10
123194,240681,Technical 1,2.42,On Hold,2021-07-03 18:22:11
66102,17005,Technical 2,0.48,Rejected,2021-07-03 18:50:40
174659,122022,Screening,1.01,Rejected,2021-07-03 18:56:22
158404,314144,Screening,8.11,Rejected,2021-07-03 18:59:57
66449,207830,Technical 1,8.14,Advanced,2021-07-03 19:09:24
2304,130467,Screening,5.59,Rejected,2021-07-03 19:12:28
3826,289630,Screening,9.76,Rejected,2021-07-03 19:40:28
194538,69062,Technical 2,3.13,Rejected,2021-07-03 20:16:02
164097,347200,Technical 2,9.06,Rejected,2021-07-03 20:28:08
32616,312549,Screening,10.0,Rejected,2021-07-03 20:45:58
144285,308105,Technical 1,7.91,Rejected,2021-07-03 20:55:48
76864,308559,Screening,4.34,Rejected,2021-07-03 21:33:21
55698,224254,Technical 1,6.28,Offered,2021-07-03 22:24:22
54512,339312,Technical 1,5.01,Rejected,2021-07-03 23:00:39
13010,35615,Technical 1,8.34,Rejected,2021-07-03 23:09:51
195581,269628,Screening,1.97,Advanced,2021-07-04 00:09:17
40821,314240,Managerial,6.2,Rejected,2021-07-04 00:10:24
8075,324042,HR,1.52,Advanced,2021-07-04 00:26:35
17764,105310,Screening,7.77,Advanced,2021-07-04 00:28:44
55786,197291,Screening,6.65,Offered,2021-07-04 00:30:59
14435,318001,Technical 1,7.2,Rejected,2021-07-04 00:37:28
157459,333290,Screening,4.94,Rejected,2021-07-04 00:42:09
135625,70758,Technical 2,4.36,Rejected,2021-07-04 02:07:39
148500,369307,Screening,9.13,Rejected,2021-07-04 02:54:46
177758,391741,Technical 1,0.21,Advanced,2021-07-04 02:56:05
73803,59100,Technical 1,8.79,Rejected,2021-07-04 02:59:40
135403,288869,Technical 1,9.31,Rejected,2021-07-04 03:32:11
174039,126280,Screening,6.92,Advanced,2021-07-04 03:55:12
78476,285494,Technical 1,8.15,Advanced,2021-07-04 03:56:00
52224,47991,HR,7.36,Rejected,2021-07-04 04:07:29
70084,147313,Technical 2,2.91,Advanced,2021-07-04 04:11:36
134350,276470,Technical 1,4.71,Rejected,2021-07-04 04:27:31
48138,150353,Technical 2,7.64,Advanced,2021-07-04 04:38:10
166176,27335,Screening,0.06,Rejected,2021-07-04 05:04:35
140507,119318,Technical 1,6.5,Advanced,2021-07-04 05:16:44
110837,218308,Technical 1,8.47,On Hold,2021-07-04 05:17:23
56588,149727,Screening,1.08,Rejected,2021-07-04 05:17:53
12076,244401,Technical 1,7.86,Rejected,2021-07-04 06:41:54
83703,309243,Screening,0.7,Advanced,2021-07-04 07:21:22
10499,271129,Technical 2,6.77,Rejected,2021-07-04 07:22:18
115959,285210,Technical 2,0.46,Rejected,2021-07-04 08:42:30
115284,202052,Technical 1,0.52,Rejected,2021-07-04 08:57:28
152417,263870,Technical 1,2.86,Rejected,2021-07-04 09:14:43
60116,86898,Screening,8.62,Rejected,2021-07-04 09:26:22
55960,370676,Technical 1,1.25,Rejected,2021-07-04 09:48:34
80471,241773,Technical 2,0.49,Offered,2021-07-04 10:20:46
101349,147737,Screening,1.6,Rejected,2021-07-04 10:27:11
197464,394372,Screening,7.56,Offered,2021-07-04 10:39:34
94742,8322,Managerial,2.17,Advanced,2021-07-04 10:39:44
42523,22550,Screening,9.66,Rejected,2021-07-04 11:00:27
8953,355660,Technical 1,1.28,Offered,2021-07-04 11:48:36
103766,226513,Technical 2,8.52,On Hold,2021-07-04 11:52:34
117691,317480,Screening,1.77,Rejected,2021-07-04 11:56:28
68656,352591,Screening,1.22,Rejected,2021-07-04 12:32:58
109381,105313,Technical 2,9.02,Rejected,2021-07-04 12:37:47
37793,78234,Managerial,6.51,Offered,2021-07-04 12:57:04
67778,52685,Managerial,4.21,Rejected,2021-07-04 13:10:59
149601,188782,Screening,0.96,Advanced,2021-07-04 13:13:44
151602,195538,Screening,6.45,Rejected,2021-07-04 13:28:48
28980,379951,Technical 2,1.23,Advanced,2021-07-04 13:34:20
162652,278896,Technical 1,1.04,Rejected,2021-07-04 13:49:50
23313,173088,Screening,6.75,Advanced,2021-07-04 14:02:28
181370,300040,Technical 1,3.88,Offered,2021-07-04 14:08:31
44735,261975,Technical 1,7.5,Advanced,2021-07-04 14:19:04
54559,393628,Screening,4.36,Rejected,2021-07-04 14:37:48
70477,58211,Technical 1,5.82,Rejected,2021-07-04 15:03:11
139162,210069,Technical 1,4.64,Rejected,2021-07-04 15:19:28
152732,112882,Screening,2.68,Rejected,2021-07-04 15:50:47
95011,236558,Technical 1,7.41,Offered,2021-07-04 16:18:29
41803,246339,Technical 1,0.89,Rejected,2021-07-04 16:25:02
17896,243591,Screening,9.83,Advanced,2021-07-04 16:42:41
14822,329435,Technical 1,0.99,Rejected,2021-07-04 16:59:16
141517,154344,Screening,2.58,Rejected,2021-07-04 17:06:40
149336,265880,Managerial,0.23,Advanced,2021-07-04 17:08:59
93244,1920,Technical 2,5.62,Rejected,2021-07-04 17:34:54
28333,57186,Technical 2,5.32,Rejected,2021-07-04 17:48:11
177137,109688,Screening,7.16,Advanced,2021-07-04 18:13:54
105376,202285,Screening,5.9,Advanced,2021-07-04 18:16:58
126763,157590,Technical 2,1.94,Rejected,2021-07-04 18:24:10
198465,88737,Technical 1,1.34,Advanced,2021-07-04 18:34:43
186772,300553,Technical 1,2.99,Rejected,2021-07-04 19:11:48
4933,226022,Technical 1,7.08,Rejected,2021-07-04 19:19:39
95174,221524,Screening,7.07,Rejected,2021-07-04 19:33:16
83018,202849,Technical 1,4.01,Rejected,2021-07-04 19:45:08
55516,175458,Screening,2.79,Advanced,2021-07-04 20:10:03
53392,180944,Screening,7.09,Rejected,2021-07-04 20:13:06
105607,299723,Managerial,7.17,Advanced,2021-07-04 20:20:59
187877,358693,HR,8.29,Rejected,2021-07-04 21:06:13
19229,137246,Technical 1,3.22,Rejected,2021-07-04 21:28:10
80458,372797,Technical 1,9.22,Rejected,2021-07-04 21:28:14
26407,79774,Screening,5.77,Advanced,2021-07-04 21:49:34
129634,255433,Technical 1,3.67,Advanced,2021-07-04 22:32:29
107493,211931,Technical 1,5.7,Advanced,2021-07-04 22:49:07
31128,146408,Technical 1,4.05,Advanced,2021-07-04 22:50:27
147277,53380,Screening,0.35,Rejected,2021-07-04 22:53:55
128609,55206,Screening,9.76,Offered,2021-07-04 23:16:40
113584,113112,Screening,3.15,Advanced,2021-07-04 23:25:29
6089,309825,Screening,2.49,On Hold,2021-07-04 23:28:59
12216,355504,Technical 2,8.43,Advanced,2021-07-04 23:40:11
163002,186765,Managerial,5.43,Rejected,2021-07-05 00:29:42
44256,54426,Technical 1,8.32,Advanced,2021-07-05 00:35:39
173738,166170,Screening,9.32,Advanced,2021-07-05 01:31:50
87940,254333,Technical 1,4.35,Offered,2021-07-05 02:08:54
170768,240432,Technical 1,3.68,Advanced,2021-07-05 02:17:40
25113,368488,HR,4.04,Advanced,2021-07-05 02:28:46
38826,309186,Technical 1,6.28,Rejected,2021-07-05 02:34:44
152096,64005,Technical 2,0.68,Rejected,2021-07-05 02:48:55
166874,323149,Technical 1,9.1,Rejected,2021-07-05 02:59:14
179501,112752,Screening,3.85,On Hold,2021-07-05 03:00:57
103700,215796,Screening,7.13,Advanced,2021-07-05 03:24:09
120230,68402,Managerial,2.37,Rejected,2021-07-05 03:31:50
53658,161350,Screening,9.84,Rejected,2021-07-05 04:23:18
59470,151198,Technical 2,0.37,Rejected,2021-07-05 04:31:36
3259,331256,Screening,9.66,Advanced,2021-07-05 04:55:10
183393,339706,HR,5.95,Rejected,2021-07-05 05:17:47
20762,292367,Screening,1.14,Advanced,2021-07-05 05:19:49
129566,294842,Technical 1,3.01,Rejected,2021-07-05 05:22:46
53902,194320,Technical 1,3.44,Offered,2021-07-05 06:08:23
34578,275416,Technical 1,8.12,Rejected,2021-07-05 06:11:37
110131,145436,HR,7.03,Offered,2021-07-05 06:12:33
24782,359114,Managerial,2.14,Rejected,2021-07-05 06:31:48
85798,291003,Screening,9.55,Advanced,2021-07-05 07:18:37
53175,30484,Technical 1,1.87,Advanced,2021-07-05 08:19:19
188482,172314,Technical 2,4.96,Advanced,2021-07-05 08:35:29
24554,387806,Managerial,0.17,Rejected,2021-07-05 08:55:39
181468,41264,Screening,0.1,Rejected,2021-07-05 09:02:17
94022,374766,Technical 1,3.75,Advanced,2021-07-05 09:26:27
17918,179956,Managerial,1.21,Rejected,2021-07-05 09:26:30
6639,214591,Screening,8.35,Rejected,2021-07-05 10:48:12
19880,84394,Technical 2,6.07,Advanced,2021-07-05 12:06:20
90913,269502,Screening,8.95,Rejected,2021-07-05 12:46:34
113041,72065,Technical 1,1.01,Advanced,2021-07-05 13:00:09
88228,225883,Technical 1,6.15,Advanced,2021-07-05 13:07:09
56488,297593,HR,8.73,Offered,2021-07-05 13:34:56
164995,66007,Technical 1,9.92,Advanced,2021-07-05 13:39:59
143696,52588,Technical 1,8.21,Rejected,2021-07-05 13:49:00
74082,373754,Technical 1,8.71,Rejected,2021-07-05 14:39:21
46713,44248,Technical 1,1.1,Rejected,2021-07-05 15:17:25
168798,135086,Screening,4.35,On Hold,2021-07-05 15:35:15
189235,337042,Technical 2,6.35,Advanced,2021-07-05 16:06:01
92513,265040,Screening,0.81,Rejected,2021-07-05 16:23:03
154548,311498,Technical 1,4.87,Rejected,2021-07-05 17:01:15
198968,283690,Screening,1.12,Advanced,2021-07-05 17:05:36
68051,203865,Technical 1,3.52,Rejected,2021-07-05 17:19:27
123286,94168,HR,3.98,Advanced,2021-07-05 17:34:18
186938,373924,Technical 1,9.87,Advanced,2021-07-05 17:34:53
117593,30235,Screening,1.44,Advanced,2021-07-05 17:43:10
168209,287782,Technical 1,8.88,Rejected,2021-07-05 17:50:44
105588,93706,Technical 1,0.12,Advanced,2021-07-05 18:01:46
34833,373020,Technical 2,5.45,Rejected,2021-07-05 18:05:06
111237,180248,Technical 1,5.25,Advanced,2021-07-05 18:07:30
126734,88748,Technical 1,9.65,Offered,2021-07-05 18:41:58
190362,93977,Managerial,0.2,Rejected,2021-07-05 18:44:44
131940,364701,Technical 1,5.09,Advanced,2021-07-05 18:47:30
101183,276416,Screening,8.85,Rejected,2021-07-05 19:03:29
32466,242926,Managerial,1.22,Offered,2021-07-05 19:06:44
198983,302153,Screening,5.31,Advanced,2021-07-05 19:15:52
32229,384032,Technical 1,2.74,Offered,2021-07-05 19:19:06
60868,100269,Screening,9.83,Advanced,2021-07-05 19:20:54
159982,335386,Screening,1.4,Offered,2021-07-05 19:46:47
88271,154163,HR,6.29,Rejected,2021-07-05 20:09:11
83197,307250,Screening,4.36,Rejected,2021-07-05 20:11:20
176086,54911,HR,6.94,Rejected,2021-07-05 20:35:32
177818,63,Technical 1,7.16,Advanced,2021-07-05 20:47:28
71140,259687,Screening,9.57,Offered,2021-07-05 21:20:48
64905,227214,Technical 1,4.15,Advanced,2021-07-05 21:33:29
105668,20179,Managerial,7.07,Rejected,2021-07-05 21:34:23
33410,160685,Technical 1,4.22,Rejected,2021-07-05 22:03:41
79618,145495,Screening,4.71,Advanced,2021-07-05 22:41:54
145828,303783,Technical 1,0.44,Rejected,2021-07-05 22:45:36
94594,245220,Technical 1,5.11,On Hold,2021-07-05 23:05:47
73499,121136,Screening,5.17,Advanced,2021-07-05 23:18:36
14204,84515,Technical 1,4.63,Rejected,2021-07-06 00:26:03
160867,131051,Technical 1,8.34,Rejected,2021-07-06 00:51:30
67536,213259,Managerial,4.05,Rejected,2021-07-06 01:17:16
43940,93991,Screening,3.49,Rejected,2021-07-06 01:30:15
29047,109875,Technical 1,4.18,Rejected,2021-07-06 01:44:55
30791,204777,HR,1.11,Rejected,2021-07-06 02:32:10
10322,133728,Screening,0.18,Advanced,2021-07-06 03:29:15
29310,189171,Technical 1,9.2,Rejected,2021-07-06 03:30:13
18222,171486,Technical 2,6.25,On Hold,2021-07-06 03:49:50
57921,28605,Technical 1,5.09,Rejected,2021-07-06 04:58:29
49857,249284,Technical 1,6.71,On Hold,2021-07-06 05:17:24
83082,304516,Screening,6.45,Advanced,2021-07-06 05:45:00
107309,258854,Technical 1,9.45,Rejected,2021-07-06 06:04:15
44984,242296,Screening,6.27,Advanced,2021-07-06 06:05:18
54956,149002,Technical 1,7.5,Offered,2021-07-06 06:40:01
66740,303063,Technical 1,1.06,Advanced,2021-07-06 06:41:19
160972,106633,Technical 1,4.56,Rejected,2021-07-06 07:16:39
168260,34329,Screening,7.4,Rejected,2021-07-06 07:22:52
55490,274059,Technical 1,7.56,Rejected,2021-07-06 07:33:17
6457,297611,Technical 1,3.7,Advanced,2021-07-06 07:57:02
167106,358058,Technical 1,8.23,Rejected,2021-07-06 08:17:47
80595,322108,Technical 1,9.45,Advanced,2021-07-06 08:22:58
179624,225663,Screening,0.96,Rejected,2021-07-06 08:24:37
167044,269039,HR,4.62,Advanced,2021-07-06 08:42:09
88002,206653,Managerial,8.06,Rejected,2021-07-06 08:45:02
196401,59905,Technical 1,0.96,Rejected,2021-07-06 08:57:21
153449,310647,Technical 1,8.07,Rejected,2021-07-06 09:35:50
142679,390211,Technical 2,2.0,Offered,2021-07-06 09:37:36
49184,19203,Technical 1,2.35,Rejected,2021-07-06 09:44:50
175547,941,Technical 1,0.33,Rejected,2021-07-06 09:48:47
35654,331878,Technical 1,3.05,Rejected,2021-07-06 09:53:52
289,213896,Technical 1,0.04,Advanced,2021-07-06 10:09:42
137161,363891,Technical 2,8.26,Advanced,2021-07-06 10:09:59
148036,137599,Technical 1,2.73,Rejected,2021-07-06 10:14:24
143109,163984,Managerial,7.59,Advanced,2021-07-06 10:41:37
47919,38177,Technical 2,2.08,Offered,2021-07-06 10:56:43
147940,333180,HR,3.8,Advanced,2021-07-06 11:46:48
76935,388613,Technical 1,7.94,Offered,2021-07-06 12:14:41
111870,58321,Technical 2,8.91,Rejected,2021-07-06 12:19:22
57508,346945,Screening,1.25,Rejected,2021-07-06 12:20:18
124448,374932,HR,2.04,On Hold,2021-07-06 12:43:09
3142,103371,Technical 1,3.27,Advanced,2021-07-06 12:45:56
173665,180637,Screening,6.95,Offered,2021-07-06 12:46:29
91395,120589,Technical 1,4.9,On Hold,2021-07-06 12:48:52
186523,366469,Screening,0.54,Offered,2021-07-06 12:56:16
194817,369302,Screening,9.17,Offered,2021-07-06 13:45:28
156,53322,Technical 2,2.0,Offered,2021-07-06 13:55:43
93733,236982,Managerial,6.02,Advanced,2021-07-06 14:02:48
7428,291855,Technical 2,0.26,Offered,2021-07-06 14:03:34
125616,347287,Screening,8.88,Offered,2021-07-06 14:11:46
113119,212056,Managerial,7.93,Rejected,2021-07-06 14:35:07
117056,63026,Screening,9.91,Rejected,2021-07-06 15:31:50
117968,148142,Technical 1,2.59,Rejected,2021-07-06 15:45:16
85853,39747,Screening,6.34,Rejected,2021-07-06 16:47:21
112023,31667,Technical 1,2.59,Advanced,2021-07-06 17:20:36
160871,228672,Managerial,7.74,Advanced,2021-07-06 17:30:16
111702,11755,HR,7.03,Rejected,2021-07-06 17:31:22
4316,18058,Technical 1,5.02,Rejected,2021-07-06 17:41:11
198624,69438,Technical 1,1.17,Rejected,2021-07-06 18:05:02
71477,249572,Technical 2,1.28,Rejected,2021-07-06 18:11:08
101049,267729,Screening,3.54,Rejected,2021-07-06 18:43:24
46927,79180,Screening,7.5,Advanced,2021-07-06 19:08:32
91860,347787,Technical 1,3.23,Advanced,2021-07-06 19:12:45
62014,352377,Technical 2,1.87,Advanced,2021-07-06 19:28:56
117873,33625,Technical 2,6.09,Advanced,2021-07-06 19:59:30
92574,338882,Technical 1,1.41,Offered,2021-07-06 20:01:12
52547,140494,Technical 1,3.54,Offered,2021-07-06 20:06:02
25456,191747,Screening,2.59,Rejected,2021-07-06 21:59:55
21238,334509,Technical 1,8.86,Advanced,2021-07-06 22:35:52
134071,294877,Technical 1,1.54,Advanced,2021-07-06 22:38:21
45118,84422,Screening,4.76,Rejected,2021-07-06 23:16:51
112601,185141,Technical 2,0.99,Rejected,2021-07-06 23:22:29
185763,323644,Technical 2,7.28,Rejected,2021-07-06 23:46:50
178300,215729,Technical 1,0.15,Offered,2021-07-06 23:55:57
40716,324596,Technical 2,3.84,Advanced,2021-07-06 23:56:45
39847,145506,HR,0.31,Offered,2021-07-07 00:03:44
82548,32957,HR,0.84,Rejected,2021-07-07 00:25:19
151988,201331,Screening,3.18,Offered,2021-07-07 00:56:56
122272,192964,Screening,9.59,Rejected,2021-07-07 00:59:51
52330,68541,Technical 1,8.69,Advanced,2021-07-07 01:20:41
14334,297704,Technical 1,4.43,Offered,2021-07-07 02:00:25
1960,97176,Screening,9.28,Rejected,2021-07-07 02:27:08
65392,291875,Managerial,9.62,On Hold,2021-07-07 02:45:18
47331,10786,Technical 1,6.12,Advanced,2021-07-07 03:04:40
154107,298573,Technical 1,8.12,Offered,2021-07-07 03:07:32
194525,292285,Technical 2,0.76,Advanced,2021-07-07 03:09:07
87579,224361,Technical 1,0.83,Rejected,2021-07-07 03:13:00
127265,107823,Technical 2,7.34,Rejected,2021-07-07 03:51:35
37147,239560,HR,0.03,Advanced,2021-07-07 06:18:43
199360,395291,HR,4.57,On Hold,2021-07-07 07:11:53
86522,274280,Technical 1,7.89,Offered,2021-07-07 07:49:30
113772,274810,Technical 2,0.39,Rejected,2021-07-07 07:51:22
23776,167176,Managerial,6.38,Offered,2021-07-07 08:41:50
54246,146609,HR,2.29,Advanced,2021-07-07 10:18:25
9784,201279,Technical 1,0.98,Offered,2021-07-07 10:19:01
149250,175962,Managerial,1.94,Advanced,2021-07-07 10:37:35
74911,88025,Managerial,8.8,Rejected,2021-07-07 10:43:20
16585,76829,Technical 2,5.99,Advanced,2021-07-07 11:22:50
29275,155474,Screening,9.38,Rejected,2021-07-07 12:43:23
20052,316903,Technical 1,1.37,Rejected,2021-07-07 13:45:57
64860,319791,Technical 2,1.49,Advanced,2021-07-07 14:24:53
4872,315570,Screening,8.37,On Hold,2021-07-07 14:45:24
132960,24005,Screening,7.77,Advanced,2021-07-07 14:48:22
194424,61452,Technical 2,0.25,Rejected,2021-07-07 15:29:29
39989,69171,Screening,2.12,Rejected,2021-07-07 15:43:23
174132,357768,Managerial,5.1,On Hold,2021-07-07 16:11:41
2026,239369,Technical 2,0.64,Rejected,2021-07-07 16:12:06
33096,219091,Managerial,1.64,Rejected,2021-07-07 16:48:51
50298,27790,Technical 1,4.24,Rejected,2021-07-07 16:55:26
55288,328757,Screening,8.28,Advanced,2021-07-07 17:29:47
155071,339476,Technical 1,7.37,Offered,2021-07-07 17:29:51
67851,6444,Technical 1,5.75,Advanced,2021-07-07 17:38:16
23372,287337,Screening,4.16,Advanced,2021-07-07 18:18:40
43869,282595,Technical 1,7.04,Advanced,2021-07-07 18:31:45
144530,368465,Managerial,7.54,Rejected,2021-07-07 18:51:49
149253,125073,HR,0.93,On Hold,2021-07-07 18:58:41
159772,23017,Screening,6.82,Offered,2021-07-07 19:00:53
104588,324510,Technical 2,4.26,Advanced,2021-07-07 19:04:08
1689,253007,Technical 1,0.74,Advanced,2021-07-07 19:18:54
34354,52218,Technical 1,4.08,Rejected,2021-07-07 19:44:29
126070,396439,HR,9.96,Rejected,2021-07-07 19:55:52
169285,14220,Technical 1,1.94,Advanced,2021-07-07 20:27:30
134116,147009,Screening,6.55,On Hold,2021-07-07 20:36:49
185107,395587,Technical 2,5.68,Rejected,2021-07-07 21:27:21
68301,88981,Screening,0.89,Offered,2021-07-07 21:49:04
3378,94648,Screening,2.02,Rejected,2021-07-07 21:51:33
39226,43174,Technical 2,3.74,Rejected,2021-07-07 21:57:15
126476,158304,Technical 1,1.77,Offered,2021-07-07 22:24:23
69722,151347,Screening,1.52,Advanced,2021-07-07 22:41:11
34943,326594,Screening,1.74,Advanced,2021-07-07 22:51:07
170309,195335,Screening,8.43,Advanced,2021-07-07 23:06:31
85718,244373,Technical 1,4.34,Rejected,2021-07-07 23:07:02
140124,36056,HR,3.9,Advanced,2021-07-07 23:11:41
128852,18357,Technical 1,4.73,Offered,2021-07-07 23:30:36
114301,297501,Screening,3.73,Advanced,2021-07-08 00:00:54
74188,270173,Technical 1,8.73,On Hold,2021-07-08 00:07:09
177280,35852,Technical 1,9.66,Rejected,2021-07-08 00:22:04
5809,326988,Technical 2,7.72,Rejected,2021-07-08 00:24:52
163605,206982,HR,6.47,Advanced,2021-07-08 00:28:24
156328,325618,Screening,7.94,Advanced,2021-07-08 00:51:28
150596,300572,Screening,6.53,Rejected,2021-07-08 02:30:00
110468,44458,Managerial,9.44,Advanced,2021-07-08 02:35:25
94841,275142,Screening,9.47,Rejected,2021-07-08 02:49:37
128100,104891,Technical 1,7.3,On Hold,2021-07-08 03:06:57
79817,300993,Screening,2.48,On Hold,2021-07-08 03:30:10
130854,357454,Managerial,9.68,Advanced,2021-07-08 03:31:04
17516,332806,Technical 1,7.94,Rejected,2021-07-08 03:43:55
15913,36930,Technical 1,7.2,Advanced,2021-07-08 04:06:01
89465,126374,Screening,3.83,Offered,2021-07-08 04:25:46
106103,134943,Technical 2,2.55,Advanced,2021-07-08 04:34:16
183105,246757,Technical 2,4.34,Advanced,2021-07-08 05:01:04
189716,152054,Screening,8.2,Rejected,2021-07-08 05:03:34
173080,23055,Technical 2,8.19,Rejected,2021-07-08 05:36:57
49128,119664,Technical 1,3.72,Advanced,2021-07-08 05:39:04
5347,267702,Technical 1,0.19,Advanced,2021-07-08 06:08:58
100471,327697,Technical 1,0.93,Rejected,2021-07-08 06:53:13
17295,393262,Screening,4.2,Offered,2021-07-08 06:57:09
17035,272569,Technical 1,6.3,On Hold,2021-07-08 07:10:04
65498,267864,Technical 1,8.48,Advanced,2021-07-08 07:35:50
64411,151305,Screening,3.98,Offered,2021-07-08 08:40:03
143395,298798,HR,4.57,On Hold,2021-07-08 09:00:14
135232,117661,Technical 1,0.59,Advanced,2021-07-08 09:17:07
18473,162193,Screening,4.28,Advanced,2021-07-08 09:35:44
107681,258873,Technical 2,5.05,Advanced,2021-07-08 09:35:46
175903,384043,Technical 1,9.35,Rejected,2021-07-08 09:54:29
1240,320597,Screening,4.24,Advanced,2021-07-08 10:20:13
45300,116152,HR,2.74,Rejected,2021-07-08 10:26:48
194383,308059,Screening,0.77,On Hold,2021-07-08 10:31:42
90825,39952,Screening,4.16,On Hold,2021-07-08 10:42:10
174807,325976,Screening,5.29,Advanced,2021-07-08 10:44:41
24129,135956,Screening,0.56,Offered,2021-07-08 10:48:35
119494,51134,Technical 1,7.17,Rejected,2021-07-08 11:10:07
116947,22888,Managerial,6.46,Advanced,2021-07-08 11:16:04
120558,93923,Screening,5.11,Advanced,2021-07-08 12:11:56
61527,102400,Technical 1,6.85,Rejected,2021-07-08 12:14:06
103933,111537,Technical 2,4.68,Rejected,2021-07-08 12:18:55
65101,302982,Screening,6.48,Rejected,2021-07-08 12:36:36
89203,292513,Screening,0.02,Rejected,2021-07-08 12:48:44
147302,303905,Technical 1,5.96,Advanced,2021-07-08 12:53:06
72518,304373,Technical 1,7.13,Advanced,2021-07-08 13:50:37
134230,341721,Managerial,0.6,Advanced,2021-07-08 14:01:33
155769,261560,Screening,6.51,Advanced,2021-07-08 14:07:00
161617,228641,HR,3.17,Advanced,2021-07-08 15:04:07
82075,333524,Technical 1,8.61,On Hold,2021-07-08 15:13:23
119283,313435,Technical 1,8.03,Rejected,2021-07-08 15:14:20
158878,305258,Technical 2,6.8,Rejected,2021-07-08 15:14:54
73767,94030,Screening,2.18,Offered,2021-07-08 15:26:25
59579,231187,Screening,9.28,On Hold,2021-07-08 15:49:16
30784,49067,Managerial,8.33,Rejected,2021-07-08 16:10:05
19400,382898,Technical 2,0.05,Rejected,2021-07-08 16:17:54
171266,261260,Technical 1,8.16,On Hold,2021-07-08 16:33:01
199762,392327,Screening,3.16,Rejected,2021-07-08 16:36:08
62503,397615,HR,3.44,Rejected,2021-07-08 16:47:02
