employee_id,application_id,company_id,department,role_family,join_date,monthly_salary_lakhs,work_mode,manager_flag
23285,202075,146,Finance,Data Science,2024-02-19 02:32:56,2.174,Onsite,0
23286,281679,92,Support,Data Science,2023-09-01 15:11:12,3.625,Onsite,0
23287,228414,106,Product,DevOps,2025-09-12 06:28:26,3.46,Onsite,0
23288,117262,56,Engineering,Business Analytics,2020-11-16 08:40:51,1.596,Onsite,1
23289,352112,133,Engineering,Software Engineering,2025-08-16 23:11:06,0.609,Onsite,0
23290,304423,52,Product,Product Management,2022-11-24 09:46:14,2.326,Hybrid,0
23291,66972,31,IT,Data Engineering,2024-10-15 10:12:09,3.576,Onsite,0
23292,84870,93,Finance,Machine Learning,2019-04-15 07:22:34,1.557,Onsite,0
23293,282407,119,Product,Data Engineering,2022-12-02 03:30:06,1.745,Onsite,0
23294,285849,101,HR,Data Engineering,2019-10-28 04:05:23,2.933,Hybrid,0
23295,282889,102,Finance,Software Engineering,2021-08-18 04:38:59,2.45,Onsite,0
23296,383382,167,Support,Data Engineering,2019-11-14 09:35:01,1.299,Onsite,0
23297,70110,22,Finance,Business Analytics,2023-03-23 13:21:53,3.487,Remote,0
23298,172054,187,Engineering,DevOps,2024-10-13 05:39:15,1.206,Onsite,0
23299,392930,156,Finance,DevOps,2022-03-30 03:51:55,2.319,Onsite,0
23300,127804,165,Product,Data Engineering,2026-01-01 21:57:17,3.261,Onsite,1
23301,304440,28,Support,DevOps,2026-01-24 16:41:43,0.421,Onsite,0
23302,387230,139,Marketing,Data Engineering,2020-05-29 07:06:56,2.767,Hybrid,1
23303,137218,95,Finance,Cybersecurity,2021-10-14 02:21:02,2.752,Hybrid,0
23304,268767,112,Support,Machine Learning,2023-06-08 18:43:32,1.775,Onsite,0
23305,210227,32,Support,Software Engineering,2026-01-19 14:51:05,2.657,Onsite,0
23306,313790,29,HR,Machine Learning,2025-06-05 15:43:50,2.794,Onsite,0
23307,66243,54,Operations,Data Science,2021-10-22 04:40:29,0.908,Onsite,1
23308,329154,102,Data,Machine Learning,2026-02-10 00:32:32,0.758,Onsite,0
23309,67065,73,HR,Quality Assurance,2020-10-21 04:52:24,1.094,Onsite,0
23310,243608,174,Operations,Software Engineering,2020-10-05 18:36:02,0.759,Onsite,0
23311,354610,57,HR,Machine Learning,2019-06-12 15:35:26,0.263,Onsite,0
23312,307580,112,Operations,Data Engineering,2021-02-20 17:41:51,2.272,Hybrid,0
23313,198740,161,HR,Quality Assurance,2020-08-16 00:08:54,1.802,Onsite,0
23314,368982,16,Sales,DevOps,2020-03-08 05:27:30,2.823,Remote,0
23315,163234,38,Operations,DevOps,2022-11-03 13:36:30,1.822,Onsite,0
23316,149745,108,Product,MLOps,2020-09-17 07:01:35,0.875,Onsite,0
23317,225761,95,Engineering,Data Science,2025-04-08 00:21:56,1.792,Onsite,0
23318,116312,69,IT,MLOps,2022-07-01 00:58:27,0.275,Remote,0
23319,48785,77,IT,Product Management,2021-03-31 22:01:59,0.391,Remote,0
23320,31944,131,Marketing,Business Analytics,2022-10-19 21:48:31,0.991,Hybrid,0
23321,170415,137,Marketing,Software Engineering,2022-05-23 14:13:08,2.256,Onsite,0
23322,183346,47,Operations,Machine Learning,2020-03-02 17:34:01,0.384,Onsite,0
23323,70910,148,Data,Product Management,2025-03-24 17:16:51,1.223,Remote,1
23324,217039,58,Finance,Machine Learning,2024-01-15 19:31:09,1.092,Onsite,0
23325,62304,179,Sales,Business Analytics,2026-02-15 09:19:40,2.321,Onsite,0
23326,326268,182,Data,Software Engineering,2021-09-29 21:01:47,3.803,Hybrid,0
23327,399365,198,Product,Data Science,2021-03-04 14:48:08,1.609,Onsite,0
23328,263075,138,IT,Quality Assurance,2022-03-28 23:22:01,0.526,Onsite,0
23329,187497,83,Finance,Data Engineering,2025-10-17 02:21:09,0.543,Remote,0
23330,173121,156,HR,Data Science,2025-02-06 14:08:06,0.701,Remote,0
23331,237250,96,HR,Product Management,2023-01-03 21:38:34,1.852,Onsite,0
23332,170396,171,HR,Data Engineering,2025-08-30 12:44:39,1.661,Onsite,0
23333,277866,18,Operations,DevOps,2020-03-17 18:06:18,3.604,Onsite,0
23334,295059,190,HR,Data Engineering,2025-05-06 14:56:31,1.034,Onsite,0
23335,301629,171,IT,Data Science,2023-09-19 04:19:20,3.976,Hybrid,0
23336,381305,78,Marketing,Business Analytics,2022-06-14 03:38:13,2.975,Hybrid,0
23337,115711,93,Operations,Business Analytics,2021-02-09 22:14:38,3.13,Onsite,0
23338,5830,145,Marketing,Data Engineering,2019-06-19 12:21:12,3.534,Onsite,0
23339,288732,45,Sales,Business Analytics,2024-09-23 20:38:55,0.426,Onsite,0
23340,312577,76,Support,Product Management,2024-05-05 01:36:34,2.107,Onsite,0
23341,221498,109,Support,Data Science,2024-12-29 02:39:40,2.213,Remote,0
23342,260213,20,Marketing,Quality Assurance,2026-02-03 11:12:42,0.51,Onsite,0
23343,65854,123,Operations,DevOps,2024-03-05 20:55:23,1.875,Onsite,0
23344,349224,82,Marketing,DevOps,2021-09-27 12:07:44,3.866,Hybrid,0
23345,217422,51,Finance,MLOps,2024-10-22 08:34:08,2.842,Onsite,0
23346,286055,118,Marketing,Data Engineering,2023-07-23 01:42:30,0.661,Onsite,1
23347,241614,60,HR,Business Analytics,2019-10-03 15:17:48,3.609,Hybrid,0
23348,85930,58,Engineering,MLOps,2022-08-08 23:25:20,2.6,Hybrid,0
23349,247852,48,Data,Software Engineering,2020-10-17 02:01:58,2.571,Onsite,0
23350,125188,29,Finance,Business Analytics,2024-06-08 23:46:57,3.634,Onsite,0
23351,34698,178,Operations,Cybersecurity,2023-03-25 20:52:11,1.778,Onsite,1
23352,387162,6,Product,Machine Learning,2024-12-27 02:33:26,3.866,Hybrid,0
23353,56948,33,HR,Product Management,2020-05-08 02:37:32,3.152,Onsite,1
23354,259669,108,Data,MLOps,2021-01-09 02:29:02,3.682,Onsite,1
23355,271861,29,HR,Software Engineering,2023-01-08 11:02:55,1.546,Hybrid,0
23356,276019,181,Sales,Quality Assurance,2024-05-15 17:09:45,0.645,Remote,0
23357,243568,122,Operations,Business Analytics,2022-05-22 10:32:27,3.106,Onsite,0
23358,320040,54,Operations,Product Management,2024-03-26 04:55:58,3.083,Hybrid,0
23359,318993,164,Marketing,Machine Learning,2021-03-24 10:30:26,2.157,Hybrid,0
23360,161824,13,Product,Product Management,2023-01-05 08:04:50,1.954,Hybrid,0
23361,91135,81,Sales,Business Analytics,2022-06-28 22:07:21,1.346,Hybrid,0
23362,8843,82,Support,MLOps,2024-05-25 02:11:08,2.948,Hybrid,0
23363,138675,162,Sales,MLOps,2024-09-21 02:31:29,3.74,Remote,1
23364,377242,66,Sales,Business Analytics,2021-05-01 06:28:18,1.737,Hybrid,0
23365,36457,68,Marketing,Data Engineering,2022-08-16 18:54:41,3.41,Onsite,0
23366,65449,111,Support,Data Engineering,2022-09-04 15:52:43,3.768,Onsite,1
23367,236508,101,IT,DevOps,2023-01-24 19:14:13,0.288,Onsite,0
23368,49940,51,HR,Data Science,2025-02-22 01:16:32,1.452,Onsite,0
23369,32275,26,Engineering,Software Engineering,2022-04-11 11:50:07,2.483,Hybrid,0
23370,392054,162,IT,MLOps,2024-06-26 00:59:26,1.403,Onsite,0
23371,217393,134,Marketing,MLOps,2024-03-26 18:10:28,2.128,Hybrid,0
23372,7856,61,Product,Data Science,2019-12-18 11:17:16,3.531,Onsite,0
23373,164354,198,Data,Business Analytics,2024-02-29 00:26:48,1.337,Remote,0
23374,158494,60,Data,Machine Learning,2021-10-31 07:16:19,3.681,Onsite,0
23375,47776,139,Support,Quality Assurance,2021-12-29 00:07:37,2.514,Remote,0
23376,396538,110,Operations,MLOps,2024-04-03 16:18:16,1.747,Onsite,0
23377,364220,160,Operations,MLOps,2024-05-10 22:01:31,2.627,Onsite,0
23378,290275,41,Operations,Data Engineering,2022-07-06 04:12:51,0.406,Onsite,0
23379,243438,82,Finance,Software Engineering,2020-04-02 18:28:16,0.62,Remote,0
23380,174921,67,Finance,MLOps,2022-11-05 20:13:11,2.367,Remote,0
23381,255147,174,Product,DevOps,2024-09-15 18:57:00,2.393,Onsite,1
23382,357994,132,Product,Machine Learning,2019-09-23 00:13:23,0.863,Hybrid,0
23383,249406,124,Sales,Quality Assurance,2024-06-11 16:05:25,1.797,Onsite,0
23384,94631,131,Finance,Software Engineering,2024-08-05 14:12:21,2.594,Onsite,0
23385,391406,104,Support,Business Analytics,2019-08-25 11:43:16,1.84,Hybrid,0
23386,234504,18,HR,Data Science,2023-08-24 09:56:44,1.048,Onsite,0
23387,191665,125,Marketing,DevOps,2019-09-21 11:56:25,3.807,Onsite,0
23388,267415,144,HR,Data Engineering,2019-07-06 01:50:51,1.921,Onsite,0
23389,242514,4,Engineering,Quality Assurance,2021-08-30 11:12:36,3.135,Hybrid,0
23390,63767,87,IT,Machine Learning,2021-07-20 08:21:06,2.563,Onsite,0
23391,166229,174,Sales,Business Analytics,2020-12-16 12:31:03,3.787,Onsite,0
23392,239684,126,Operations,Data Science,2020-10-19 21:44:24,1.915,Onsite,0
23393,45486,158,Data,Business Analytics,2025-04-30 22:12:36,3.987,Hybrid,0
23394,393511,153,Sales,Data Engineering,2023-11-30 02:34:25,1.541,Onsite,0
23395,282576,154,Marketing,MLOps,2020-11-06 21:54:07,0.335,Onsite,0
23396,224239,37,Product,MLOps,2023-04-25 08:16:40,2.616,Onsite,0
23397,236328,38,IT,Software Engineering,2019-06-09 01:05:25,1.598,Onsite,0
23398,25159,4,Finance,Cybersecurity,2021-07-10 18:57:52,3.317,Onsite,0
23399,310902,2,Support,Business Analytics,2024-02-28 16:04:11,0.58,Onsite,0
23400,362170,42,Marketing,Product Management,2023-11-30 06:13:52,1.607,Remote,0
23401,215756,185,Finance,DevOps,2025-01-30 11:57:50,1.701,Onsite,0
23402,292060,17,Sales,DevOps,2021-02-09 04:57:01,3.92,Hybrid,0
23403,173667,133,Operations,Quality Assurance,2025-04-05 12:01:25,3.122,Hybrid,0
23404,277101,55,Finance,Business Analytics,2025-08-29 15:57:02,2.82,Remote,0
23405,299519,109,IT,Data Science,2022-11-01 11:16:40,3.202,Onsite,0
23406,336606,199,Engineering,Quality Assurance,2021-11-26 05:05:23,3.824,Onsite,0
23407,7798,32,Engineering,Cybersecurity,2024-10-10 23:36:53,2.108,Onsite,0
23408,224609,27,Finance,MLOps,2022-02-05 03:50:37,1.316,Onsite,0
23409,144610,38,Engineering,DevOps,2024-07-14 23:29:10,0.819,Hybrid,0
23410,58592,191,Support,Quality Assurance,2021-01-13 02:45:49,0.936,Hybrid,0
23411,63819,39,Marketing,Software Engineering,2020-10-31 22:49:13,2.195,Onsite,0
23412,280858,15,Data,Product Management,2024-08-10 08:19:14,0.298,Onsite,1
23413,193625,172,Marketing,Cybersecurity,2020-07-25 03:55:50,1.325,Onsite,0
23414,265691,49,Product,Machine Learning,2023-03-02 10:05:06,0.952,Onsite,0
23415,373129,25,Data,Data Engineering,2021-07-20 07:05:43,1.422,Hybrid,1
23416,183058,51,Sales,Business Analytics,2022-01-16 13:29:14,1.422,Onsite,0
23417,27964,172,Marketing,Machine Learning,2020-07-06 21:57:36,2.121,Hybrid,0
23418,217794,100,IT,Machine Learning,2022-01-03 09:07:03,3.729,Remote,0
23419,352747,177,Support,Data Engineering,2023-01-20 22:21:32,1.203,Remote,0
23420,317931,116,Data,MLOps,2024-10-26 06:07:39,2.64,Onsite,0
23421,35864,119,Sales,Business Analytics,2024-08-07 23:44:32,1.039,Onsite,0
23422,243289,64,Finance,Software Engineering,2024-02-11 21:59:56,3.734,Onsite,0
23423,34483,140,HR,Product Management,2019-06-11 15:26:08,2.511,Onsite,0
23424,234598,142,IT,Data Science,2022-03-15 06:43:57,0.873,Hybrid,0
23425,369824,76,Data,DevOps,2022-07-14 02:02:47,0.879,Onsite,0
23426,41276,183,Marketing,Cybersecurity,2022-09-05 22:10:47,0.742,Onsite,0
23427,203762,36,Finance,Data Science,2024-12-22 10:04:49,3.097,Remote,0
23428,382031,78,Engineering,Data Science,2022-05-14 16:25:07,2.767,Onsite,0
23429,389823,42,Data,Quality Assurance,2019-02-02 11:16:24,1.369,Hybrid,0
23430,157477,33,Sales,Software Engineering,2022-04-10 18:41:48,1.265,Onsite,0
23431,291689,174,Operations,Cybersecurity,2024-05-15 14:25:49,2.795,Remote,0
23432,108359,17,Data,Business Analytics,2021-08-10 01:08:16,2.915,Onsite,0
23433,167374,27,HR,Software Engineering,2022-11-13 11:09:40,2.169,Hybrid,0
23434,38774,50,Engineering,MLOps,2021-07-16 08:33:37,1.75,Hybrid,0
23435,316080,187,Marketing,Data Science,2022-03-03 12:27:06,2.217,Hybrid,0
23436,280860,125,IT,Business Analytics,2020-08-15 11:53:31,1.154,Remote,0
23437,166668,164,Marketing,Product Management,2022-10-22 16:13:36,1.978,Onsite,0
23438,143976,38,Data,Machine Learning,2022-08-15 17:11:52,1.463,Remote,0
23439,187430,193,Product,Quality Assurance,2024-10-26 18:09:44,2.457,Remote,0
23440,388681,9,Data,Business Analytics,2024-01-13 18:41:38,3.928,Onsite,0
23441,393104,70,Finance,Quality Assurance,2019-08-01 07:59:49,0.795,Onsite,1
23442,295074,122,HR,DevOps,2019-02-08 07:26:05,3.388,Onsite,0
23443,309528,71,Finance,Cybersecurity,2023-07-10 00:13:37,2.876,Hybrid,0
23444,53363,71,Engineering,Business Analytics,2023-11-05 08:31:57,1.045,Hybrid,0
23445,116581,56,HR,Cybersecurity,2019-03-06 12:28:18,2.913,Remote,0
23446,72060,188,IT,Data Engineering,2021-02-03 22:29:16,0.716,Onsite,0
23447,236588,147,Operations,DevOps,2020-05-07 19:45:22,2.724,Onsite,0
23448,119243,50,Data,Cybersecurity,2024-07-15 14:06:47,1.993,Onsite,0
23449,80052,34,Product,Cybersecurity,2024-11-05 00:16:50,1.044,Hybrid,0
23450,81690,30,Sales,Business Analytics,2022-11-19 18:12:05,3.391,Onsite,0
23451,182769,170,Engineering,Quality Assurance,2025-03-05 00:39:40,2.998,Onsite,0
23452,39680,170,Marketing,Data Science,2024-08-27 20:10:49,1.579,Onsite,0
23453,14148,77,IT,DevOps,2025-09-08 14:40:31,2.585,Hybrid,0
23454,230162,168,Sales,Data Engineering,2025-04-23 12:33:37,0.431,Hybrid,0
23455,259522,84,Engineering,Data Science,2021-08-02 14:26:20,2.733,Onsite,0
23456,251157,161,Operations,DevOps,2022-12-07 11:44:02,1.501,Onsite,0
23457,380808,99,Operations,Product Management,2019-06-08 17:20:47,0.511,Hybrid,0
23458,384696,102,Support,Machine Learning,2020-08-23 21:01:39,2.383,Onsite,0
23459,285932,110,Sales,DevOps,2020-06-18 02:45:56,3.129,Remote,0
23460,24362,82,Operations,Data Science,2019-11-18 22:41:38,2.438,Hybrid,0
23461,678,23,Operations,MLOps,2023-07-10 17:59:01,1.518,Remote,0
23462,370612,187,Operations,Quality Assurance,2022-06-09 13:14:26,3.472,Onsite,0
23463,150426,106,Support,Machine Learning,2020-12-13 20:10:46,2.593,Onsite,0
23464,295306,158,Marketing,Business Analytics,2019-05-09 20:56:26,0.472,Onsite,1
23465,379611,95,Engineering,Cybersecurity,2020-04-13 11:54:12,2.16,Onsite,0
23466,157834,194,Engineering,Data Engineering,2025-05-01 12:30:55,1.43,Hybrid,0
23467,178334,12,Finance,Software Engineering,2020-02-01 15:41:03,2.501,Onsite,0
23468,344865,49,Data,Data Science,2024-07-04 07:34:04,0.634,Onsite,0
23469,236951,199,Support,Business Analytics,2023-03-24 07:12:03,1.063,Hybrid,0
23470,51352,150,Marketing,Machine Learning,2021-07-28 12:18:29,2.606,Onsite,0
23471,366201,89,Sales,Software Engineering,2025-03-28 03:53:59,2.898,Hybrid,0
23472,111676,163,Product,Software Engineering,2022-04-25 10:03:33,2.965,Onsite,0
23473,258890,132,Data,Data Engineering,2019-02-17 16:38:29,2.811,Remote,0
23474,384973,9,Operations,MLOps,2023-09-23 22:15:40,1.742,Onsite,0
23475,48341,172,Data,MLOps,2019-11-12 12:28:02,3.25,Onsite,0
23476,130185,143,Engineering,MLOps,2021-07-23 12:09:26,2.897,Onsite,0
23477,15712,67,Sales,Quality Assurance,2022-09-26 14:09:39,1.669,Hybrid,0
23478,196289,78,Data,Machine Learning,2019-11-25 20:29:10,0.412,Onsite,0
23479,180733,5,Sales,Data Science,2021-03-19 05:58:41,0.887,Hybrid,1
23480,199848,130,Sales,MLOps,2022-06-14 06:19:15,3.577,Onsite,0
23481,389601,199,Engineering,Product Management,2020-11-06 01:45:55,1.378,Onsite,0
23482,220741,59,Data,DevOps,2025-01-14 11:59:46,3.811,Onsite,0
23483,364130,106,Product,Data Engineering,2020-03-16 09:32:29,0.764,Onsite,0
23484,222119,149,IT,Product Management,2021-05-24 02:16:03,2.372,Hybrid,0
23485,213619,73,Finance,Data Engineering,2021-02-06 16:26:09,3.524,Hybrid,0
23486,202159,189,IT,Product Management,2021-02-20 19:57:41,2.142,Onsite,0
23487,12462,45,Sales,Machine Learning,2024-10-06 07:11:40,2.028,Remote,0
23488,286888,111,Operations,DevOps,2025-06-21 12:32:43,3.41,Onsite,0
23489,124097,18,Operations,Business Analytics,2021-09-14 01:53:12,2.31,Onsite,0
23490,3704,95,Data,Quality Assurance,2022-02-03 20:50:38,3.47,Onsite,0
23491,303545,4,Marketing,Product Management,2020-05-26 20:02:53,0.762,Onsite,0
23492,80976,68,Sales,Business Analytics,2022-09-21 02:44:23,2.983,Onsite,0
23493,363096,78,Support,Product Management,2023-06-10 00:49:56,1.189,Remote,0
23494,187154,121,Operations,Cybersecurity,2020-06-14 12:20:19,1.896,Onsite,1
23495,279570,113,Operations,DevOps,2025-10-18 22:56:34,1.541,Onsite,1
23496,341364,136,Marketing,Software Engineering,2023-12-31 11:28:17,0.547,Onsite,0
23497,301037,178,HR,MLOps,2021-11-19 00:21:16,1.17,Onsite,1
23498,55602,4,Support,Business Analytics,2022-12-05 05:09:21,1.075,Hybrid,0
23499,17591,11,Data,Quality Assurance,2020-10-01 14:00:36,3.377,Onsite,1
23500,224255,46,Marketing,Business Analytics,2024-02-25 08:46:20,3.748,Remote,0
23501,319124,179,HR,Business Analytics,2024-01-18 23:17:07,3.92,Onsite,1
23502,220643,17,Data,Software Engineering,2024-05-03 06:20:51,3.259,Onsite,0
23503,213297,76,Marketing,Product Management,2023-08-21 15:17:09,2.44,Onsite,0
23504,177543,130,Sales,Quality Assurance,2023-11-07 20:51:45,1.747,Onsite,0
23505,72039,18,Product,Data Science,2019-03-04 16:45:54,3.723,Onsite,0
23506,367873,137,Marketing,Software Engineering,2025-01-11 07:40:27,0.935,Remote,0
23507,256703,183,Operations,Quality Assurance,2023-09-22 00:36:40,2.12,Onsite,0
23508,337645,36,Data,MLOps,2021-08-22 18:18:13,2.052,Onsite,0
23509,73411,28,Sales,Cybersecurity,2021-07-22 19:39:56,3.217,Hybrid,1
23510,341367,26,Sales,Machine Learning,2022-01-13 23:12:45,2.809,Onsite,0
23511,351988,130,Product,Quality Assurance,2025-04-03 23:04:59,3.514,Hybrid,0
23512,52155,109,Product,Software Engineering,2020-09-30 17:12:46,2.877,Remote,1
23513,167993,34,IT,Machine Learning,2025-06-05 01:54:02,3.471,Onsite,0
23514,111125,68,Engineering,DevOps,2025-02-06 09:01:43,3.488,Onsite,0
23515,9705,164,Support,Data Engineering,2023-11-06 12:08:25,1.818,Onsite,0
23516,355280,25,Product,DevOps,2025-07-16 04:13:19,0.945,Onsite,1
23517,320674,98,Sales,DevOps,2020-12-30 09:58:28,0.991,Onsite,0
23518,227199,8,Support,MLOps,2025-06-09 02:12:22,1.812,Onsite,0
23519,215497,199,Operations,Business Analytics,2023-04-02 03:22:52,0.985,Onsite,0
23520,322604,138,Engineering,DevOps,2021-01-04 18:32:23,3.37,Hybrid,0
23521,325437,9,Sales,Data Engineering,2022-07-06 12:39:18,2.702,Hybrid,0
23522,238643,53,HR,DevOps,2024-11-29 06:34:28,3.492,Hybrid,0
23523,170520,109,HR,MLOps,2021-01-06 12:00:06,2.708,Onsite,0
23524,135946,86,Engineering,Quality Assurance,2019-05-07 21:27:33,2.095,Onsite,0
23525,218322,180,Data,Cybersecurity,2022-02-10 09:38:39,2.356,Onsite,0
23526,87588,30,HR,Data Engineering,2021-03-31 04:55:33,1.408,Onsite,0
23527,76040,31,Marketing,Software Engineering,2019-03-03 17:53:01,2.638,Onsite,0
23528,297965,26,Data,Data Science,2025-02-28 23:41:12,3.764,Onsite,0
23529,144154,89,Operations,Quality Assurance,2023-04-12 01:00:08,3.766,Onsite,0
23530,215828,183,IT,Software Engineering,2024-11-21 06:39:23,2.278,Onsite,0
23531,19027,26,Engineering,Software Engineering,2024-04-02 19:17:39,3.27,Hybrid,1
23532,128486,149,Engineering,Software Engineering,2019-02-14 20:17:17,3.371,Onsite,0
23533,329700,84,Finance,Quality Assurance,2022-12-11 09:10:38,2.05,Onsite,1
23534,314955,118,Support,Product Management,2023-01-22 02:53:44,1.646,Onsite,0
23535,318590,144,Finance,Data Engineering,2023-12-28 21:16:20,1.314,Onsite,0
23536,183894,35,Engineering,Quality Assurance,2023-08-09 15:03:44,0.847,Onsite,0
23537,338083,73,Support,DevOps,2025-12-08 21:46:24,3.444,Hybrid,0
23538,281887,19,Finance,Software Engineering,2024-12-30 16:43:31,0.259,Onsite,1
23539,378340,118,Sales,Quality Assurance,2019-08-18 12:05:14,3.819,Onsite,0
23540,197665,76,Operations,Data Science,2023-03-25 09:43:52,1.403,Onsite,0
23541,334959,17,Operations,Product Management,2021-01-03 12:06:19,2.955,Onsite,0
23542,300478,146,Product,Quality Assurance,2024-02-21 01:41:59,1.162,Onsite,0
23543,287778,190,Finance,Business Analytics,2024-12-05 04:06:42,0.657,Onsite,0
23544,175711,138,Product,Data Science,2022-12-25 22:27:09,3.609,Hybrid,0
23545,183044,61,Product,Data Science,2021-03-03 17:49:37,2.089,Onsite,0
23546,112262,172,Sales,MLOps,2024-07-14 23:08:07,3.41,Onsite,0
23547,70917,69,Finance,DevOps,2022-08-15 00:33:01,1.823,Onsite,0
23548,193655,199,HR,Machine Learning,2025-07-10 06:32:15,0.556,Onsite,0
23549,133915,32,Sales,DevOps,2025-01-17 00:23:22,0.903,Onsite,0
23550,19577,93,Marketing,DevOps,2024-07-26 15:54:06,3.245,Onsite,0
23551,261344,152,Sales,Data Science,2025-06-01 07:27:58,0.603,Onsite,0
23552,390313,190,Sales,Data Engineering,2023-12-28 03:03:12,1.81,Remote,0
23553,317084,26,Marketing,Data Engineering,2019-11-19 11:39:17,1.79,Onsite,0
23554,173095,114,Operations,Data Engineering,2025-07-17 13:03:59,2.464,Hybrid,1
23555,357213,65,Finance,MLOps,2019-12-22 20:39:14,0.389,Remote,0
23556,168062,167,Data,Cybersecurity,2019-12-27 09:57:51,2.003,Onsite,0
23557,249305,132,Data,Machine Learning,2019-02-24 14:58:25,1.284,Hybrid,0
23558,249494,144,HR,Software Engineering,2022-07-03 14:27:29,3.315,Hybrid,0
23559,124390,94,Marketing,MLOps,2024-01-27 07:43:15,1.524,Hybrid,0
23560,259127,194,Product,DevOps,2025-01-17 11:25:58,1.196,Hybrid,0
23561,166876,40,Operations,Data Science,2021-09-24 08:22:50,2.214,Onsite,0
23562,260689,163,HR,Product Management,2021-02-16 11:38:21,1.463,Onsite,0
23563,18957,97,Data,Machine Learning,2019-02-20 15:41:57,1.206,Onsite,0
23564,309354,25,Finance,Data Engineering,2022-12-13 22:12:59,2.002,Onsite,0
23565,388443,6,Marketing,Machine Learning,2024-11-06 19:56:13,2.212,Onsite,0
23566,30850,84,Engineering,Cybersecurity,2024-09-12 20:33:09,0.577,Onsite,0
23567,3075,152,Engineering,DevOps,2022-07-04 20:55:19,0.633,Onsite,0
23568,270519,10,Engineering,DevOps,2023-02-03 13:20:59,1.844,Onsite,0
23569,93017,108,Data,Quality Assurance,2020-09-17 11:42:41,3.535,Onsite,0
23570,3092,62,Product,Software Engineering,2019-04-10 21:42:09,2.979,Hybrid,0
23571,136785,9,HR,Cybersecurity,2022-03-12 04:29:12,1.194,Onsite,0
23572,286538,169,Support,DevOps,2024-04-25 01:45:46,2.802,Onsite,0
23573,96852,144,Support,Machine Learning,2021-12-22 20:39:36,1.584,Onsite,0
23574,183648,158,HR,Cybersecurity,2024-05-07 19:51:03,2.405,Onsite,0
23575,347036,76,IT,Machine Learning,2023-12-25 20:33:35,1.493,Onsite,0
23576,172882,156,Data,Quality Assurance,2019-10-26 18:52:04,0.524,Onsite,0
23577,168194,134,Data,Software Engineering,2019-12-01 22:05:47,0.547,Onsite,0
23578,110667,165,Data,MLOps,2019-12-25 22:52:25,3.38,Onsite,1
23579,33330,7,HR,Software Engineering,2023-12-24 16:54:12,1.948,Onsite,0
23580,368740,72,IT,DevOps,2022-04-06 22:42:57,1.684,Onsite,0
23581,133606,174,Finance,Data Engineering,2019-10-31 07:21:04,3.864,Onsite,0
23582,351478,11,Product,Cybersecurity,2023-03-13 20:20:01,0.359,Remote,0
23583,331666,143,Engineering,Quality Assurance,2020-11-01 14:53:54,1.518,Remote,0
23584,237778,145,IT,DevOps,2025-03-27 20:44:36,0.59,Onsite,0
23585,139321,61,Operations,Software Engineering,2024-12-06 08:35:10,0.755,Onsite,0
23586,92878,70,Finance,Business Analytics,2025-10-25 06:49:31,0.69,Onsite,0
23587,187467,182,Data,Business Analytics,2022-05-05 09:40:45,1.373,Onsite,0
23588,283449,46,Support,Quality Assurance,2024-04-22 12:47:27,3.485,Onsite,0
23589,85835,124,Data,Business Analytics,2021-12-30 20:24:45,3.237,Onsite,0
23590,197489,160,Finance,Cybersecurity,2022-11-27 07:53:30,2.624,Onsite,0
23591,178201,75,HR,Business Analytics,2024-12-26 02:36:33,1.201,Onsite,0
23592,294221,199,Operations,Cybersecurity,2023-10-16 12:17:13,1.132,Remote,0
23593,327588,56,Sales,Machine Learning,2025-02-18 10:26:49,2.458,Onsite,1
23594,274922,111,Operations,MLOps,2021-09-03 14:07:14,1.84,Hybrid,0
23595,296963,3,HR,Machine Learning,2025-05-31 07:07:40,1.661,Onsite,0
23596,260316,111,Data,Quality Assurance,2025-07-30 09:27:47,3.143,Hybrid,0
23597,352351,8,HR,Business Analytics,2026-01-03 18:24:30,1.643,Onsite,0
23598,48622,56,Engineering,MLOps,2025-12-11 20:19:52,0.715,Onsite,0
23599,252280,9,IT,Cybersecurity,2025-04-08 17:35:09,3.318,Onsite,0
23600,159518,65,Engineering,Machine Learning,2026-02-06 22:19:54,2.702,Remote,0
23601,175243,102,Operations,MLOps,2019-03-03 08:46:30,3.782,Onsite,1
23602,275469,21,HR,Data Engineering,2023-04-24 04:42:16,2.881,Onsite,0
23603,254074,127,Data,Machine Learning,2021-03-19 21:53:41,0.591,Remote,1
23604,102503,109,Data,Software Engineering,2023-08-14 21:25:15,2.101,Onsite,0
23605,393751,71,Operations,Machine Learning,2022-02-26 09:45:04,0.586,Onsite,0
23606,284538,51,Support,DevOps,2022-06-17 08:30:12,2.668,Onsite,0
23607,320227,175,Engineering,Machine Learning,2021-08-23 07:59:35,3.622,Onsite,0
23608,30147,67,Marketing,Data Science,2019-04-07 16:10:10,3.599,Onsite,0
23609,62800,20,Marketing,DevOps,2020-02-11 23:15:01,0.315,Remote,0
23610,325433,76,Support,Quality Assurance,2021-04-15 05:12:46,2.018,Onsite,0
23611,102501,75,Operations,Product Management,2023-02-10 19:14:56,2.283,Onsite,0
23612,155105,106,Support,Quality Assurance,2019-02-28 21:28:38,3.148,Onsite,1
23613,17883,182,Finance,DevOps,2026-02-04 16:29:59,1.194,Onsite,0
23614,117887,90,Finance,Data Engineering,2019-09-20 16:26:52,3.326,Hybrid,0
